"","X8.1"
"378",2.4
"379",0.1
"380",0
"381",1.5
"382",0.9
"383",0.7
"384",9.2
"385",0.7
"386",0
"387",0.6
"388",1
"389",1.8
"390",0
"391",0
"392",0
"393",9.4
"394",0
"395",1.2
"396",0
"397",0
"398",8.2
"399",13.7
"400",10.7
"401",1.3
"402",6.6
"403",0
"404",1.5
"405",1
"406",0
"407",9
"408",0.8
"409",1.6
"410",1.9
"411",0.7
"412",0.8
"413",3.2
"414",10.9
"415",1.8
"416",2.8
"417",11.1
"418",0.1
"419",0
"420",0
"421",0
"422",0
"423",3
"424",6.7
"425",4.3
"426",0
"427",1.6
"428",1
"429",0.1
"430",0
"431",1.9
"432",20.7
"433",0.2
"434",0
"435",24.3
"436",5
"437",0.2
"438",0.1
"439",10.3
"440",2.6
"441",0
"442",0.1
"443",0
"444",0.1
"445",7.5
"446",6
"447",0.1
"448",1.2
"449",0
"450",3.9
"451",12.9
"452",0.1
"453",2.9
"454",2
"455",0
"456",0
"457",0
"458",0.1
"459",4.3
"460",0.1
"461",0.1
"462",0
"463",0
"464",0
"465",0
"466",0
"467",0
"468",0
"469",1
"470",0.8
"471",0.8
"472",1.1
"473",1.5
"474",0.1
"475",0.1
"476",1
"477",0.2
"478",0
"479",0
"480",0
"481",0
"482",0
"483",0.1
"484",0
"485",0.1
"486",0
"487",0
"488",0
"489",0
"490",0.1
"491",0
"492",0
"493",3
"494",0.1
"495",0.2
"496",0.2
"497",0.2
"498",0.2
"499",1.3
"500",0.8
"501",16.1
"502",16.3
"503",0.2
"504",0
"505",0
"506",0
"507",0
"508",0
"509",0
"510",0
"511",6.3
"512",0.1
"513",2.1
"514",2.4
"515",0.1
"516",0.2
"517",0
"518",0
"519",0.8
"520",0
"521",2.9
"522",0.1
"523",2.4
"524",0.7
"525",0.3
"526",0.5
"527",1.2
"528",0.2
"529",0
"530",0
"531",1.7
"532",14.4
"533",2.1
"534",4.3
"535",11.5
"536",0.2
"537",1.3
"538",2.6
"539",2.9
"540",0
"541",0.2
"542",9
"543",2.3
"544",1.6
"545",2.4
"546",0
"547",0.1
"548",1.6
"549",3.6
"550",3.6
"551",0.1
"552",12.4
"553",0.3
"554",0.2
"555",1.1
"556",0.1
"557",0
"558",0.3
"559",0.4
"560",8.9
"561",0.1
"562",0.4
"563",0.2
"564",0
"565",0
"566",0
"567",0
"568",0.1
"569",0
"570",0
"571",0
"572",0
"573",1.9
"574",0.2
"575",1.2
"576",0.1
"577",0
"578",0
"579",0
"580",11.1
"581",1.4
"582",1.4
"583",22
"584",2
"585",0
"586",0.8
"587",10.1
"588",4.7
"589",0
"590",13.6
"591",2.5
"592",2.7
"593",0.3
"594",0.4
"595",0
"596",0
"597",0
"598",0
"599",0
"600",0
"601",0
"602",3.4
"603",6.3
"604",0.4
"605",9.3
"606",4.3
"607",0.1
"608",0.9
"609",9.3
"610",0.2
"611",0.5
"612",0.5
"613",0.1
"614",0.7
"615",0.1
"616",0.2
"617",0.1
"618",0
"619",0
"620",0
"621",0.1
"622",3.9
"623",0.2
"624",0
"625",0.1
"626",1.7
"627",0.4
"628",0.2
"629",0.8
"630",0
"631",0
"632",5.7
"633",18
"634",12
"635",2
"636",0
"637",0.2
"638",0.1
"639",1.2
"640",3.8
"641",13
"642",0.1
"643",3.5
"644",0.2
"645",0.1
"646",6.4
"647",1
"648",0
"649",0
"650",0.2
"651",0
"652",0
"653",0
"654",0
"655",0.1
"656",0
"657",0
"658",0
"659",0
"660",4.3
"661",5.1
"662",7
"663",4.1
"664",17.7
"665",5.4
"666",0
"667",7.8
"668",20.8
"669",37.6
"670",1.1
"671",0.1
"672",1.2
"673",0.5
"674",0.2
"675",0
"676",11.4
"677",9.8
"678",2
"679",0.1
"680",0.1
"681",2.9
"682",0
"683",0
"684",0
"685",0
"686",0
"687",0.1
"688",0.3
"689",0.7
"690",2.2
"691",2.1
"692",0.1
"693",0
"694",0
"695",1.7
"696",0.3
"697",0
"698",0
"699",0
"700",0.1
"701",5.6
"702",1.2
"703",2.8
"704",6.1
"705",0.4
"706",0
"707",0.3
"708",4.5
"709",0.9
"710",0
"711",4.6
"712",0.8
"713",0
"714",2.5
"715",3.9
"716",0.4
"717",0
"718",0
"719",2.3
"720",0
"721",0
"722",0
"723",0
"724",3.6
"725",0.2
"726",4.9
"727",0.3
"728",1.9
"729",0.5
"730",0
"731",3
"732",0.3
"733",0
"734",2.2
"735",0.7
"736",2.9
"737",3.5
"738",0.7
"739",1.4
"740",4.6
"741",0.1
"742",1.6
"743",0.1
"744",0
"745",0
"746",1.6
"747",0.8
"748",2.5
"749",0
"750",30.8
"751",6.8
"752",1.9
"753",1.9
"754",0.4
"755",6.7
"756",1.6
"757",3.3
"758",3
"759",0.2
"760",0
"761",0.3
"762",0.1
"763",0
"764",0
"765",0
"766",0
"767",0
"768",0.1
"769",0.1
"770",0
"771",1.8
"772",0.6
"773",0.7
"774",0.2
"775",0
"776",0
"777",0
"778",0.5
"779",3.6
"780",2.3
"781",2.7
"782",1.9
"783",1.8
"784",1.5
"785",18
"786",1.8
"787",60.3
"788",17.3
"789",5.5
"790",4.6
"791",0.6
"792",0.9
"793",5.4
"794",2.9
"795",0.1
"796",2.6
"797",8.2
"798",24.1
"799",0.9
"800",0.2
"801",0.1
"802",0
"803",0
"804",0
"805",0
"806",0.8
"807",0
"808",0
"809",0
"810",0
"811",0
"812",4.3
"813",5.8
"814",3.4
"815",0.1
"816",0
"817",1.1
"818",12
"819",5.1
"820",77.7
"821",25.6
"822",3
"823",4
"824",10.8
"825",5.7
"826",10
"827",10.3
"828",10.5
"829",3.2
"830",0
"831",0.7
"832",0.4
"833",2
"834",0.9
"835",0.4
"836",0.5
"837",0
"838",0
"839",5.4
"840",0.4
"841",4
"842",0
"843",0.6
"844",0.6
"845",6.4
"846",6
"847",0.5
"848",0.1
"849",0
"850",0
"851",0.4
"852",6.1
"853",0
"854",0
"855",0
"856",0
"857",0
"858",0
"859",0
"860",0
"861",0
"862",1.1
"863",3.6
"864",0.1
"865",0.1
"866",9.6
"867",1
"868",0.1
"869",0.6
"870",0
"871",0
"872",0.6
"873",0.4
"874",0
"875",0
"876",0.4
"877",3.6
"878",0
"879",0
"880",0
"881",0.1
"882",0.6
"883",2
"884",3.9
"885",0.9
"886",2.9
"887",1.4
"888",0.1
"889",0
"890",0
"891",13.4
"892",2.9
"893",5.7
"894",79.3
"895",19.4
"896",7.2
"897",8.2
"898",4.9
"899",3.9
"900",3.8
"901",6.2
"902",0.1
"903",0
"904",0
"905",0
"906",0
"907",0
"908",0
"909",1.2
"910",0
"911",0
"912",0.1
"913",2.5
"914",5.4
"915",1.2
"916",0
"917",0.9
"918",0.1
"919",2
"920",5.7
"921",5.5
"922",13.4
"923",0
"924",0
"925",0
"926",0
"927",0
"928",0
"929",3.6
"930",0.2
"931",0.4
"932",0.2
"933",2.7
"934",0.2
"935",0
"936",0
"937",0
"938",1.4
"939",0
"940",0
"941",0
"942",2.1
"943",0.2
"944",0.5
"945",0.2
"946",0
"947",1
"948",0.6
"949",2.9
"950",10.2
"951",3
"952",2.1
"953",0
"954",0
"955",0.1
"956",0.1
"957",0.2
"958",0
"959",0
"960",0.1
"961",2.8
"962",1.5
"963",0.1
"964",0.1
"965",1.5
"966",3.5
"967",0.4
"968",0.7
"969",0.1
"970",0
"971",0.8
"972",1.3
"973",10.2
"974",1.7
"975",1.9
"976",0.9
"977",1.7
"978",5.4
"979",1.6
"980",0.1
"981",0.1
"982",0.1
"983",1.5
"984",0.3
"985",3.4
"986",10.5
"987",0.4
"988",3.9
"989",0.5
"990",1.5
"991",0.2
"992",0.1
"993",0.1
"994",0.1
"995",0
"996",0
"997",0
"998",0
"999",0.2
"1000",0.2
"1001",0
"1002",0.1
"1003",0
"1004",2.4
"1005",0
"1006",0.1
"1007",0.2
"1008",0.3
"1009",0
"1010",0
"1011",0
"1012",0.1
"1013",0
"1014",0.2
"1015",0.1
"1016",6.3
"1017",7.1
"1018",16.1
"1019",6.4
"1020",4.9
"1021",6.3
"1022",0.1
"1023",0.2
"1024",0
"1025",0
"1026",15
"1027",25.9
"1028",0.2
"1029",10.8
"1030",1
"1031",0
"1032",3.5
"1033",1.3
"1034",1.9
"1035",2
"1036",0
"1037",0.1
"1038",0
"1039",18.5
"1040",7
"1041",1.8
"1042",4.5
"1043",0.3
"1044",0.7
"1045",0.3
"1046",0.4
"1047",0.2
"1048",1.3
"1049",0.5
"1050",0.2
"1051",0.2
"1052",0
"1053",0
"1054",0
"1055",0
"1056",0
"1057",0
"1058",0.8
"1059",0.7
"1060",0.2
"1061",3.5
"1062",0
"1063",0
"1064",1.6
"1065",2.8
"1066",1.1
"1067",0.2
"1068",1.2
"1069",0.1
"1070",4
"1071",0.3
"1072",3.7
"1073",1.1
"1074",0.2
"1075",0.1
"1076",1.5
"1077",0.4
"1078",1.8
"1079",0.1
"1080",0.3
"1081",0.3
"1082",0.1
"1083",0.1
"1084",0.4
"1085",1.2
"1086",0
"1087",0
"1088",0.4
"1089",0.1
"1090",0
"1091",0
"1092",7.1
"1093",0.1
"1094",0.3
"1095",8.1
