"","rate","error"
"1151",1415,10.3
"1152",1370,9.1
"1153",1407,10.8
"1154",1405,9
"1155",1393,8.4
"1156",1414,13.2
"1157",1397,12.4
"1158",1450,11.5
"1159",1425,8.4
"1160",1329,9.7
"1161",1492,8.4
"1162",1354,10.5
"1163",1439,11.6
"1164",1420,11.1
"1165",1425,6.5
"1166",1374,8.8
"1167",1315,11.3
"1168",1373,9.6
"1169",1467,6
"1170",1454,8.8
"1171",1459,7.2
"1172",1414,11.6
"1173",1369,12.9
"1174",1355,13.5
"1175",1363,9
"1176",1424,13.2
"1177",1424,12.3
"1178",1389,7.8
"1179",1355,14
"1180",1428,13.5
"1181",1398,8.7
"1182",1368,8.9
"1183",1368,12.5
"1184",1426,7.4
"1185",1360,9.6
"1186",1339,9.6
"1187",1384,7
"1188",1371,7
"1189",1437,10.9
"1190",1455,11.9
"1191",1374,13.5
"1192",1379,14.3
"1193",1412,11.3
"1194",1424,10.1
"1195",1423,6.6
"1196",1404,10.9
"1197",1363,11
"1198",1352,8.2
"1199",1348,10.7
"1200",1363,13.3
"1201",1445,11.3
"1202",1411,10.7
"1203",1366,13.8
"1204",1362,13.7
"1205",1382,7.6
"1206",1441,9.5
"1207",1444,6.7
"1208",1427,11.8
"1209",1418,11.6
"1210",1321,12.3
"1211",1390,8.5
"1212",1419,11
"1213",1430,13.6
"1214",1375,13.9
"1215",1383,11.7
"1216",1424,6.7
"1217",1439,11.5
"1218",1396,11.6
"1219",1415,10.6
"1220",1404,7.1
"1221",1356,11.1
"1222",1360,8.5
"1223",1368,11.4
"1224",1434,11.4
"1225",1376,9.6
"1226",1360,9.8
"1227",1418,11.6
"1228",1418,6.6
"1229",1427,10.9
"1230",1383,6.5
"1231",1375,10.2
"1232",1452,11.7
"1233",1394,8.9
"1234",1378,10.4
"1235",1395,13.1
"1236",1401,12.1
"1237",1370,8.1
"1238",1398,9.3
"1239",1399,15.4
"1240",1336,10.2
"1241",1327,10.3
"1242",1416,11.5
"1243",1390,8.6
"1244",1325,10.5
"1245",1389,8.7
"1246",1375,10.7
"1247",1450,10.3
"1248",1436,11.7
"1249",1386,7.6
"1250",1456,14.2
"1251",1404,10.6
"1252",1391,17.2
"1253",1420,13.5
"1254",1327,12.9
"1255",1383,10
"1256",1360,9.6
"1257",1055,8.1
"1258",1404,13.9
"1259",1347,12.4
"1260",1390,11.8
"1261",1381,10.2
"1262",1418,13.7
"1263",1399,10.3
"1264",1416,5.2
"1265",1380,9
"1266",1343,14.2
"1267",1403,8.7
"1268",1362,11.7
"1269",1356,11.4
"1270",1358,11.9
"1271",1344,12.4
"1272",1335,6.3
"1273",1371,7.5
"1274",1324,8.6
"1275",1405,16.5
"1276",1308,13.9
"1277",1419,9
"1278",1417,12.9
"1279",1366,11.5
"1280",1403,12.5
"1281",1450,10.3
"1282",1321,9.3
"1283",1439,11
"1284",1375,6.6
"1285",1350,8.3
"1286",1369,11.6
"1287",1365,9.8
"1288",1418,10.7
"1289",1453,16.2
"1290",1420,9.3
"1291",1444,9.6
"1292",1418,11.9
"1293",1420,6.4
"1294",1405,10.8
"1295",1388,8
"1296",1326,12
"1297",1502,12.3
"1298",1364,8.7
"1299",1372,14.8
"1300",1365,12.1
"1301",1441,9.3
"1302",1384,14.1
"1303",1346,17.4
"1304",1421,11.6
"1305",1365,12.8
"1306",1437,10
"1307",1317,4.7
"1308",1362,8.1
"1309",1427,7.2
"1310",1369,9.7
"1311",1426,12.8
"1312",1375,14.1
"1313",1357,8.3
"1314",1459,9.6
"1315",1370,9.5
"1316",1368,9.9
"1317",1393,10.8
"1318",1399,12.5
"1319",1432,14.2
"1320",1401,10.6
"1321",1409,9
"1322",1330,10.3
"1323",1398,11.4
"1324",1347,9.9
"1325",1428,6.9
"1326",1431,9.5
"1327",1360,10.7
"1328",1420,11.2
"1329",1317,13.1
"1330",1302,9.6
"1331",1414,10.7
"1332",1492,9.1
"1333",1436,12
"1334",1404,9.7
"1335",1320,7.1
"1336",1424,12.8
"1337",1389,11.2
"1338",1412,11.1
"1339",1415,11.9
"1340",1361,15.8
"1341",1373,9.3
"1342",1443,11.9
"1343",1314,12.5
"1344",1364,9.5
"1345",1366,14.2
"1346",1408,12.3
"1347",1409,14.9
"1348",1416,11.9
"1349",1433,14.8
"1350",1351,14.1
"1351",1404,13.1
"1352",1438,12.4
"1353",1381,12.4
"1354",1370,11.5
"1355",1326,12.8
"1356",1436,8.9
"1357",1408,12.2
"1358",1432,9.7
"1359",1379,12.5
"1360",1384,12.4
"1361",1390,9.8
"1362",1402,13.1
"1363",1338,11.5
"1364",1387,10.4
"1365",1395,11.1
"1366",1407,11.6
"1367",1390,9.2
"1368",1447,7.6
"1369",1417,12.6
"1370",1399,10.1
"1371",1378,6.8
"1372",1381,11.8
"1373",1329,10.5
"1374",1413,12.6
"1375",1463,13.2
"1376",1408,12.1
"1377",1440,8.8
"1378",1421,12.4
"1379",1439,13.7
"1380",1422,5.1
"1381",1355,8.9
"1382",1427,14.2
"1383",1355,9.6
"1384",1322,7.6
"1385",1455,9.6
"1386",1416,14.1
